Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),1.19E+01,1.58E+01,9.39E+00,4.53E+01,1.30E+01,4.74E+01,1.35E+01,1.47E+01,8.90E+00,1.30E+01,1.07E+01,1.27E+01,9.68E+00
Avg Lc (TofCts),7.25,12.07,7.62,15.83,5.87,4.75,5.75,6.04,5.17,4.42,6.2,3.7,4.03
Avg Bkgd (TofCts),0.125,0.996,0.058,4.812,0.163,0.126,0.148,0.196,0.024,0.03,0.157,0.028,0.023
DynamicAlpha,1.00E-06,1.00E-07,1.00E-07,1.00E-05,3.20E-06,3.20E-05,3.20E-06,3.20E-06,3.20E-07,3.20E-06,3.20E-07,1.00E-05,3.20E-06
Filename,01h07m35s_Zr_Hark_2kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Fe+Y+Zr+La+Ce+Hf+Pb+Th+U,0,0,0,418.333,18.163,5411.998,22.86,48.562,0,26.398,7.602,45.014,179.298
Fe+Zr+Th,0,0,0,47.89,0,79.786,0,0,0,0,0,14.806,0
Zr,0,0,0,0,0,6.774,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.427,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,575.745,0,0,0,0,0,4.182,0
Fe+Zr,0,0,0,32.815,0,67.628,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,758.464,0,0,0,4.985,0,0,0
Fe+Zr+Th,0,0,0,39.197,0,12.469,0,0,0,0,0,5.642,0
Fe+Zr+Th,0,0,0,18.56,0,13.991,0,0,0,0,0,17.987,0
Fe+Zr+Th,0,0,0,18.794,0,7.909,0,0,0,0,0,4.623,0
Fe+Zr+Th,0,0,0,21.958,0,142.894,0,0,0,0,0,18.413,0
Fe,0,0,0,16.594,0,0,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,91.087,0,0,0,0,0,9.314,0
Y+Zr+Hf+Th,0,0,0,0,7.638,1259.484,0,0,0,17.608,0,19.904,0
Fe,0,0,0,21.355,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,17.464,0,30.671,0,0,0,0,0,36.135,0
Zr+Th,0,0,0,0,0,20.372,0,0,0,0,0,11.186,0
Fe+Zr+Th,0,0,0,225.773,0,6.534,0,0,0,0,0,9.644,0
Fe+La+Th,0,0,0,19.446,0,0,6.168,0,0,0,0,11.697,0
Zr+Th,0,0,0,0,0,33.552,0,0,0,0,0,6.23,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.027,0
Fe+Zr+Hf+Th,0,0,0,28.881,0,802.291,0,0,0,5.445,0,18.84,0
Al+Fe+Zr+Th,15.633,0,0,138.145,0,18.744,0,0,0,0,0,10.968,0
Fe+Y+Zr+La+Ce+Ho+Th+U,0,0,0,30.634,408.849,21.233,361.871,356.857,18.837,0,0,128.057,11.729
Fe+Y+Zr+Th,0,0,0,21.218,101.262,40.033,0,0,0,0,0,65.374,0
Fe+Zr+Th,0,0,0,382.423,0,22.859,0,0,0,0,0,20.465,0
Fe+Zr+Hf+Th,0,0,0,34.101,0,500.506,0,0,0,7.288,0,31.605,0
Fe+Zr+Th,0,0,0,40.102,0,7.989,0,0,0,0,0,5.36,0
Zr+La+Ce+Th,0,0,0,0,0,153.004,19.712,8.23,0,0,0,13.109,0
Fe+Zr+Th,0,0,0,31.73,0,17.988,0,0,0,0,0,25.307,0
Fe+Zr+Th,0,0,0,27.05,0,60.243,0,0,0,0,0,14.654,0
Fe+Y+Zr+Ce+Th,0,0,0,34.929,7.617,71.976,0,7.242,0,0,0,11.348,0
Zr+Th,0,0,0,0,0,18.237,0,0,0,0,0,13.397,0
Fe+Zr+Th,0,0,0,66.693,0,47.511,0,0,0,0,0,25.61,0
Fe+Zr,0,0,0,18.558,0,42.403,0,0,0,0,0,0,0
Fe+Zr+La+Ce+Th,0,0,0,17.117,0,21.306,7.103,6.555,0,0,0,13.029,0
Fe+Zr+La+Ce+Hf+Th+U,0,0,0,186.591,0,1528.745,8.045,31.742,0,7.588,0,17.912,5.988
Zr,0,0,0,0,0,16.154,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th+U,0,0,0,55.862,7.07,2030.956,0,0,0,42.928,0,12.51,12.972
Fe+Y+Th,0,0,0,21.693,13.018,0,0,0,0,0,0,32.372,0
Fe+Zr+Th,0,0,0,17.592,0,16.052,0,0,0,0,0,4.115,0
Fe,0,0,0,77.437,0,0,0,0,0,0,0,0,0
Ce+Th,0,0,0,0,0,0,0,12.111,0,0,0,13.993,0
Zr,0,0,0,0,0,64.964,0,0,0,0,0,0,0
Zr+Hf+Th,0,0,0,0,0,301.613,0,0,0,8.703,0,7.652,0
Fe,0,0,0,864.165,0,0,0,0,0,0,0,0,0
Zr,0,0,0,0,0,6.948,0,0,0,0,0,0,0
Al+Fe+Zr+Ce+Th+U,42.895,0,0,2140.195,0,119.076,0,48.437,0,0,0,12.558,12.805
Y+Zr,0,0,0,0,35.701,8.303,0,0,0,0,0,0,0
Fe+Zr,0,0,0,16.965,0,12.315,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,24.354,0,114.007,0,0,0,0,0,5.675,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.107,0
Fe+Zr+Hf+Th+U,0,0,0,21.757,0,3066.108,0,0,0,73.598,0,4.437,4.362
Fe+Y+Zr+Ce+Hf+Pb+Th,0,0,0,272.306,9.861,161.837,0,10.199,0,6.814,42.142,58.343,0
Zr,0,0,0,0,0,227.001,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,124.506,20.791,183.356,16.941,34.181,0,5.667,0,184.987,0
Y+Zr+Hf,0,0,0,0,6.138,692.474,0,0,0,16.933,0,0,0
46Ti,0,17.241,0,0,0,0,0,0,0,0,0,0,0
Fe+Zr+La+Ce+Th+U,0,0,0,81.082,0,1449.15,6.811,12.676,0,0,0,11.677,5.991
Th,0,0,0,0,0,0,0,0,0,0,0,7.104,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.299,0
Zr,0,0,0,0,0,26.363,0,0,0,0,0,0,0
Zr,0,0,0,0,0,71.123,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,6.189,13.857,0,0,0,0,0,63.794,0
Zr,0,0,0,0,0,14.45,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,9.157,0,0,0,0,0,5.1,0
Zr+Th,0,0,0,0,0,6.633,0,0,0,0,0,4.688,0
Al+La+Ce+Th,8.195,0,0,0,0,0,27.142,35.724,0,0,0,72.755,0
Fe+Zr+Ce+Hf,0,0,0,363.608,0,411.968,0,13.259,0,4.864,0,0,0
Al+Fe+Zr+La+Ce+Hf+Pb+Th,8.607,0,0,71.679,0,813.328,9.185,39.576,0,10.432,7.906,12.532,0
Y+Zr+Th,0,0,0,0,13.808,9.777,0,0,0,0,0,22.372,0
Zr+Th,0,0,0,0,0,9.547,0,0,0,0,0,11.183,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,88.616,7.823,247.815,11.481,13.244,0,5.3,0,43.688,0
Zr,0,0,0,0,0,72.096,0,0,0,0,0,0,0
Zr,0,0,0,0,0,9.343,0,0,0,0,0,0,0
Fe+Zr+La+Ce+Th,0,0,0,64.215,0,135.986,58.804,156.279,0,0,0,9.713,0
Zr,0,0,0,0,0,4.81,0,0,0,0,0,0,0
Fe,0,0,0,723.349,0,0,0,0,0,0,0,0,0
Al+Fe+Y+Zr+La+Ce+Hf+Th+U,7.899,0,0,322.874,16.779,7339.358,29.582,44.931,0,46.056,0,66.301,33.837
Zr,0,0,0,0,0,60.35,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,39.991,0,90.091,0,0,0,0,0,15.981,0
Fe+Zr+Th,0,0,0,20.397,0,52.893,0,0,0,0,0,17.828,0
Zr+Th,0,0,0,0,0,27.088,0,0,0,0,0,5.372,0
Zr+Hf,0,0,0,0,0,524.805,0,0,0,4.766,0,0,0
Zr+Th,0,0,0,0,0,13.769,0,0,0,0,0,5.902,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.867,0
Zr+Th,0,0,0,0,0,6.453,0,0,0,0,0,4.167,0
Zr+Th,0,0,0,0,0,112.723,0,0,0,0,0,7.721,0
Y+Zr+Th,0,0,0,0,6.074,16.297,0,0,0,0,0,154.066,0
Zr+Th,0,0,0,0,0,13.447,0,0,0,0,0,36.923,0
Fe+Zr+La+Ce+Th,0,0,0,156.775,0,202.645,72.708,150.546,0,0,0,41.08,0
Zr,0,0,0,0,0,7.419,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,52.833,0,61.068,0,0,0,0,0,16.558,0
Fe+Th,0,0,0,16.097,0,0,0,0,0,0,0,8.36,0
Fe+Zr+Th,0,0,0,35.135,0,10.792,0,0,0,0,0,48.831,0
Fe+Zr+Th,0,0,0,24.181,0,19.307,0,0,0,0,0,10.77,0
Fe+Zr+Th,0,0,0,160.21,0,20.559,0,0,0,0,0,4.722,0
Zr,0,0,0,0,0,10.131,0,0,0,0,0,0,0
Zr,0,0,0,0,0,15.282,0,0,0,0,0,0,0
Zr,0,0,0,0,0,222.584,0,0,0,0,0,0,0
Al+Fe+Y+Zr+Ce+Th,7.412,0,0,36.992,7.864,165.688,0,19.501,0,0,0,19.974,0
Zr,0,0,0,0,0,6.507,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,292.234,0,0,0,0,0,4.462,0
Fe+Zr+Th,0,0,0,44.919,0,229.914,0,0,0,0,0,4.783,0
Zr,0,0,0,0,0,37.516,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,17.487,0,22.639,0,0,0,0,0,6.638,0
Al+Fe+Zr+La+Ce+Hf+Th,9.963,0,0,292.201,0,1997.67,7.443,6.41,0,13.717,0,35.987,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.805,0
Fe+Zr+La+Ce+Th,0,0,0,107.596,0,167.238,17.216,13.597,0,0,0,44.492,0
Fe+Zr,0,0,0,19.276,0,45.697,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,48.316,0,1463.054,0,0,0,41.443,0,22.271,0
Fe+Zr+Th,0,0,0,48.289,0,35.916,0,0,0,0,0,9.795,0
Fe+Zr+Th,0,0,0,155.007,0,768.404,0,0,0,0,0,23.264,0
Fe+Zr+Th,0,0,0,36.626,0,212.915,0,0,0,0,0,10.778,0
Fe+Zr+U,0,0,0,70.232,0,997.065,0,0,0,0,0,0,4.768
Al+Fe+Zr+La+Ce+Hf+Th+U,9.415,0,0,194.619,0,3434.226,6.455,24.742,0,18.245,0,22.415,11.043
46Ti+Ce,0,12.754,0,0,0,0,0,13.983,0,0,0,0,0
Fe+Zr+Th,0,0,0,23.092,0,19.205,0,0,0,0,0,9.293,0
Fe+Zr+Th,0,0,0,58.958,0,120.14,0,0,0,0,0,8.213,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,26.256,9.058,5678.792,0,11.392,0,144.223,0,16.611,31.231
Fe+Y+Zr+Ce+Hf+Th,0,0,0,56.644,14.072,1137.27,0,17.004,0,17.14,0,16.416,0
Fe+Zr+La+Ce+Th,0,0,0,41.509,0,93.332,10.21,22.559,0,0,0,4.902,0
Fe+Zr+Th,0,0,0,28.856,0,46.658,0,0,0,0,0,17.114,0
Zr,0,0,0,0,0,10.792,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,40.051,0,166.539,0,0,0,0,0,65.356,0
Fe,0,0,0,16.728,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,22.488,0,27.375,0,0,0,0,0,10.596,0
Fe+Zr+Th,0,0,0,337.439,0,7.227,0,0,0,0,0,6.324,0
Fe+Zr+Th,0,0,0,299.119,0,112.647,0,0,0,0,0,7.762,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,106.888,39.19,3237.804,12.027,133.309,0,25.36,0,777.278,95.293
Zr+Hf,0,0,0,0,0,578.672,0,0,0,11.458,0,0,0
Fe+Zr+Th,0,0,0,157.57,0,61.591,0,0,0,0,0,6.377,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,56.49,28.61,6643.424,0,10.72,0,140.454,0,55.301,20.218
Zr,0,0,0,0,0,5.057,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.224,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,8.07,8.148,0,0,0,0,0,7.733,0
Fe+Th,0,0,0,50.166,0,0,0,0,0,0,0,4.91,0
Y+Zr+Hf+Th,0,0,0,0,42.97,145.399,0,0,0,5.682,0,47.786,0
Zr+Hf,0,0,0,0,0,216.104,0,0,0,4.585,0,0,0
Zr+Th,0,0,0,0,0,41.438,0,0,0,0,0,8.206,0
Zr,0,0,0,0,0,21.707,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,60.082,0,42.028,0,0,0,0,0,15.243,0
Fe+Zr+Th,0,0,0,210.49,0,40.465,0,0,0,0,0,27.943,0
Fe+Zr+Th,0,0,0,148.559,0,233.07,0,0,0,0,0,5.362,0
Fe+Zr,0,0,0,21.529,0,18.155,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,11.019,0,0,0,0,0,28.681,0
Fe+Zr+La+Ce+Th,0,0,0,58.536,0,111.979,6.588,7.187,0,0,0,18.843,0
Fe+Zr+Th,0,0,0,27.408,0,64.474,0,0,0,0,0,6.657,0
Fe+Zr+Th,0,0,0,16.784,0,29.566,0,0,0,0,0,5.927,0
Fe+Zr+Ce+Hf+Th+U,0,0,0,106.228,0,3440.527,0,18.053,0,29.555,0,28.167,11.601
Fe+Y+Zr+Ce+Hf+Th,0,0,0,48.408,8.383,354.641,0,7.312,0,6.576,0,25.342,0
Fe+Zr+La+Ce+Th,0,0,0,78.004,0,201.334,9.556,14.887,0,0,0,83.652,0
Zr,0,0,0,0,0,201.718,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,6.143,0,0,0,0,0,10.089,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.311,0
Zr+Ce+Th,0,0,0,0,0,25.513,0,11.23,0,0,0,8.856,0
Zr+Th,0,0,0,0,0,15.463,0,0,0,0,0,13.43,0
Al+Fe+Y+Zr+La+Ce+Ho+Hf+Th+U,18.569,0,0,416.041,66.482,2661.725,44.251,177.578,5.821,15.016,0,544.402,140.346
Zr,0,0,0,0,0,47.818,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,74.294,0,32.047,0,0,0,0,0,12.652,0
Ce+Th,0,0,0,0,0,0,0,14.078,0,0,0,62.031,0
Zr+Ce+Hf,0,0,0,0,0,44.041,0,13.273,0,4.824,0,0,0
Fe+Zr+Hf+Th,0,0,0,30.718,0,218.409,0,0,0,5.938,0,34.256,0
Fe+Zr+Ce+Th,0,0,0,31.881,0,11.691,0,10.15,0,0,0,11.771,0
Fe+Zr+Th,0,0,0,44.99,0,37.9,0,0,0,0,0,11.546,0
Al+Fe+Y+La+Ce+Pb+Th,10.66,0,0,22.839,9.591,0,14.047,56.206,0,0,7.855,7.307,0
Zr,0,0,0,0,0,6.24,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,114.022,0,350.041,0,0,0,8.485,0,37.55,0
Al+Fe+Zr+La+Ce+Hf+Th+U,11.535,0,0,990.761,0,679.865,7.532,9.455,0,6.037,0,33.424,8.591
Fe+Zr+Th,0,0,0,36.277,0,64.727,0,0,0,0,0,21.013,0
Fe+Y+Zr+Hf+Th,0,0,0,53.374,13.373,7210.917,0,0,0,101.595,0,14.3,0
Fe+Zr+Ce+Hf+Th,0,0,0,77.498,0,394.18,0,7.895,0,6.444,0,11.428,0
Fe+Zr+Th,0,0,0,71.858,0,115.215,0,0,0,0,0,36.399,0
Fe+Y+Zr+Hf+Th,0,0,0,74.144,8.95,716.89,0,0,0,12.955,0,24.356,0
Fe+Zr+Hf+Th,0,0,0,138.858,0,289.795,0,0,0,6.654,0,17.51,0
Y+Zr+Hf+Th,0,0,0,0,19.956,423.831,0,0,0,11.255,0,153.111,0
Y+Zr+Hf,0,0,0,0,9.244,694.084,0,0,0,9.614,0,0,0
Fe+Zr+Th,0,0,0,28.876,0,19.359,0,0,0,0,0,20.316,0
Zr+Th,0,0,0,0,0,9.685,0,0,0,0,0,11.407,0
Zr,0,0,0,0,0,119.54,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,25.178,0,0,0,0,0,6.023,0
Zr,0,0,0,0,0,25.583,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,219.11,0,0,0,8.095,0,0,0
Fe+Zr+Th,0,0,0,233.974,0,12.659,0,0,0,0,0,54.426,0
Zr+Th,0,0,0,0,0,47.595,0,0,0,0,0,10.068,0
Fe+Zr+Th,0,0,0,40.519,0,27.007,0,0,0,0,0,6.145,0
Zr+Th,0,0,0,0,0,6.03,0,0,0,0,0,43.9,0
Fe+Zr+Th,0,0,0,40.905,0,48.18,0,0,0,0,0,8.333,0
Fe+Zr+Th,0,0,0,29.236,0,155.235,0,0,0,0,0,10.95,0
Fe,0,0,0,201.719,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,39.92,0,31.284,0,0,0,0,0,10.603,0
Y+Zr+Th,0,0,0,0,7.165,9.744,0,0,0,0,0,36.624,0
Zr,0,0,0,0,0,47.252,0,0,0,0,0,0,0
Fe,0,0,0,158.043,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,19.973,0,191.175,0,0,0,0,0,12.962,0
Fe+Zr+Ce+Hf+Th,0,0,0,49.668,0,687.14,0,11.413,0,21.471,0,16.079,0
Y+Zr+Th+U,0,0,0,0,52.845,35.472,0,0,0,0,0,206.806,4.686
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,238.752,7.381,2025.099,14.368,37.31,0,51.231,0,82.476,4.256
Zr,0,0,0,0,0,25.285,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.294,0
Fe+Zr+Th,0,0,0,28.497,0,48.944,0,0,0,0,0,10.115,0
Fe,0,0,0,16.7,0,0,0,0,0,0,0,0,0
Hf+Th,0,0,0,0,0,0,0,0,0,6.484,0,5.062,0
Al+Fe+Y+Zr+La+Ce+Hf+Th,11.795,0,0,432.099,7.775,974.487,35.596,61.051,0,16.326,0,42.022,0
Fe+Zr+Hf+Th,0,0,0,50.382,0,2263.865,0,0,0,72.571,0,21.815,0
Fe+Zr+U,0,0,0,149.365,0,748.348,0,0,0,0,0,0,4.285
Fe+Ce+Hf+Th,0,0,0,144.468,0,0,0,14.417,0,16.576,0,56.088,0
Fe+Zr+Th,0,0,0,73.326,0,49.408,0,0,0,0,0,31.33,0
Zr+Th,0,0,0,0,0,11.619,0,0,0,0,0,10.336,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.468,0
Fe+Zr+Th,0,0,0,50.218,0,20.67,0,0,0,0,0,12.971,0
Fe+Zr+Ce+Th,0,0,0,20.062,0,31.514,0,6.838,0,0,0,18.594,0
Fe+Zr+Th,0,0,0,95.475,0,476.309,0,0,0,0,0,27.956,0
Th,0,0,0,0,0,0,0,0,0,0,0,10.569,0
Zr,0,0,0,0,0,7.338,0,0,0,0,0,0,0
Zr+Ce+Hf+Th,0,0,0,0,0,1343.535,0,15.866,0,27.413,0,98.009,0
Fe+Zr+La+Ce,0,0,0,20.68,0,58.028,8.257,14.158,0,0,0,0,0
Zr+Th,0,0,0,0,0,82.687,0,0,0,0,0,4.014,0
Zr,0,0,0,0,0,84.43,0,0,0,0,0,0,0
Zr,0,0,0,0,0,342.009,0,0,0,0,0,0,0
Fe+Zr+Ce+Th,0,0,0,112.23,0,57.15,0,7.456,0,0,0,32.881,0
Zr,0,0,0,0,0,10.376,0,0,0,0,0,0,0
Fe,0,0,0,27.767,0,0,0,0,0,0,0,0,0
Fe+Zr+Hf+Th+U,0,0,0,51.694,0,1422.301,0,0,0,23.586,0,32.005,5.58
Zr+Hf+Th,0,0,0,0,0,663.211,0,0,0,7.212,0,10.316,0
Zr+Th,0,0,0,0,0,6.511,0,0,0,0,0,12.347,0
Fe+Zr+Th,0,0,0,18.865,0,6.344,0,0,0,0,0,15.972,0
Fe+Zr+Ce+Th,0,0,0,58.991,0,49.297,0,7.966,0,0,0,26.11,0
Zr,0,0,0,0,0,499.888,0,0,0,0,0,0,0
Y+Zr+Th,0,0,0,0,10.161,79.749,0,0,0,0,0,62.243,0
Al+Fe+Y+Zr+Ce+Hf+Th,10.258,0,0,1397.506,17.045,398.625,0,7.643,0,9.516,0,63.474,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.788,0
Al+Fe+Zr+Ce+Th,11.694,0,0,656.752,0,10.429,0,6.37,0,0,0,7.713,0
Fe+Zr+La+Th,0,0,0,121.668,0,32.312,5.848,0,0,0,0,15.752,0
Zr,0,0,0,0,0,17.672,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,9.381,0,0,0,0,0,22.899,0
Fe+Zr+Th,0,0,0,19.274,0,11.183,0,0,0,0,0,51.434,0
Zr,0,0,0,0,0,5.389,0,0,0,0,0,0,0
Zr+Hf+Th,0,0,0,0,0,293.471,0,0,0,5.128,0,5.413,0
Fe+Zr+Ce+Th,0,0,0,56.34,0,76.777,0,15.159,0,0,0,39.067,0
Fe+Zr+Th,0,0,0,19.317,0,13.106,0,0,0,0,0,8.065,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.445,0
Zr,0,0,0,0,0,65.768,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,5.155,0,0,0,0,0,3.917,0
Fe+Zr+Th,0,0,0,159.687,0,10.409,0,0,0,0,0,4.198,0
Zr+Th,0,0,0,0,0,181.323,0,0,0,0,0,19.59,0
Fe+Zr+Th,0,0,0,143.522,0,19.782,0,0,0,0,0,8.297,0
Fe+Zr+La+Ce+Th,0,0,0,16.648,0,36.89,13.932,28.493,0,0,0,14.403,0
Zr+Hf+Th,0,0,0,0,0,92.796,0,0,0,5.061,0,8.083,0
Fe+Zr+Th,0,0,0,23.017,0,16.739,0,0,0,0,0,7.395,0
Fe+Zr+Ce+Hf+Th+U,0,0,0,32.852,0,3348.638,0,7.713,0,77.72,0,8.917,11.252
Fe+Zr+Hf+Th,0,0,0,19.78,0,463.358,0,0,0,18.116,0,16.354,0
Zr+Th,0,0,0,0,0,9.932,0,0,0,0,0,4.151,0
Fe+Zr,0,0,0,16.375,0,146.965,0,0,0,0,0,0,0
Fe+Y+La+Ce+Hf+Th,0,0,0,16.803,15.054,0,240.635,640.944,0,23.589,0,75.865,0
Zr,0,0,0,0,0,869.513,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,26.617,0,6.659,0,0,0,0,0,4.789,0
Fe+Y+Zr+La+Ce+Th,0,0,0,386.081,46.523,345.204,20.266,37.527,0,0,0,267.885,0
Zr,0,0,0,0,0,5.849,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,465.21,0,0,0,5.256,0,0,0
Zr,0,0,0,0,0,5.84,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,44.005,0,26.571,0,0,0,0,0,13.263,0
Fe+Y+Zr+Th,0,0,0,52.078,9.347,200.987,0,0,0,0,0,14.131,0
Y+Zr+Th,0,0,0,0,13.906,58.846,0,0,0,0,0,14.799,0
Fe+Zr+La+Ce+Th,0,0,0,108.92,0,218.47,7.367,20.751,0,0,0,27.006,0
Th,0,0,0,0,0,0,0,0,0,0,0,8.13,0
Zr,0,0,0,0,0,8.511,0,0,0,0,0,0,0
Zr,0,0,0,0,0,35.287,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,44.923,0,22.793,0,0,0,0,0,29.131,0
Fe+Y+Zr+Hf+Th+U,0,0,0,113.264,10.181,437.573,0,0,0,7.979,0,22.74,4.395
Fe,0,0,0,76.454,0,0,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.449,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,28.459,0,7.585,0,0,0,0,0,7.195,0
Zr,0,0,0,0,0,12.58,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.071,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,73.892,0,112.432,0,0,0,0,0,12.273,0
Zr,0,0,0,0,0,5.195,0,0,0,0,0,0,0
Al+Fe+Y+Zr+Th,14.444,0,0,317.643,6.483,104.453,0,0,0,0,0,21.488,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,176.933,7.431,2821.949,15.513,7.191,0,87.548,0,20.859,7.998
Th,0,0,0,0,0,0,0,0,0,0,0,4.511,0
Fe+Y+Zr+Ce+Th,0,0,0,110.892,5.845,137.294,0,13.111,0,0,0,44.843,0
Fe+Zr+Ce+Hf+Th,0,0,0,71.114,0,215.326,0,10.728,0,7.284,0,29.847,0
Al+Fe+Y+Zr+La+Ce+Ho+Hf+Pb+Th+U,23.1,0,0,4780.657,62.82,345.882,8.752,16.744,5.3,8.163,10.726,785.25,8.862
Fe+Y+Zr+La+Ce+Th,0,0,0,47.374,95.016,204.33,8.699,16.937,0,0,0,22.816,0
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,28.937,19.67,1628.703,26.608,59.222,0,29.482,0,18.927,0
Zr+Th,0,0,0,0,0,504.981,0,0,0,0,0,4.305,0
Zr+Th,0,0,0,0,0,86.394,0,0,0,0,0,15.26,0
Zr+Ce+Th,0,0,0,0,0,45.124,0,13.179,0,0,0,52.835,0
Zr+Th,0,0,0,0,0,4.917,0,0,0,0,0,10.64,0
Fe+Zr,0,0,0,26.198,0,8.709,0,0,0,0,0,0,0
Zr,0,0,0,0,0,51.844,0,0,0,0,0,0,0
Fe+Y+Zr+Th,0,0,0,76.779,7.476,149.259,0,0,0,0,0,16.08,0
Zr+Th,0,0,0,0,0,16.76,0,0,0,0,0,6.893,0
Fe+Zr+Th,0,0,0,29.381,0,7.114,0,0,0,0,0,4.765,0
Fe+Zr+Th,0,0,0,179.125,0,30.454,0,0,0,0,0,11.094,0
La+Ce+Th,0,0,0,0,0,0,23.159,26.216,0,0,0,3.938,0
Fe+Zr+Th,0,0,0,24.327,0,121.45,0,0,0,0,0,8.97,0
Zr+Hf+Th+U,0,0,0,0,0,1267.583,0,0,0,20.712,0,6.762,12.536
Th,0,0,0,0,0,0,0,0,0,0,0,3.918,0
Y+Zr+Th,0,0,0,0,8.8,424.041,0,0,0,0,0,20.215,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,43.842,39.744,3139.25,0,22.487,0,39.665,0,137.008,67.25
Zr+Hf+Th,0,0,0,0,0,315.264,0,0,0,5.455,0,4.652,0
Fe+Zr+La+Th,0,0,0,87.202,0,59.71,8.491,0,0,0,0,15.005,0
Zr+Th,0,0,0,0,0,8.242,0,0,0,0,0,7.589,0
48Ti+Fe+Zr+La+Ce+Hf+Th+U,0,0,8.652,193.436,0,1380.279,10.277,11.978,0,10.436,0,37.421,7.099
Fe+Y+Zr+Ce+Hf+Th,0,0,0,16.176,9.161,312.747,0,11.783,0,10.929,0,88.55,0
Fe+Zr+Th,0,0,0,75.038,0,160.633,0,0,0,0,0,10.971,0
