Element,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Isotopes,27Al,46Ti,48Ti,56Fe,89Y,90Zr,139La,140Ce,165Ho,177Hf+178Hf+179Hf+180Hf,206Pb+207Pb+208Pb,232Th,238U
Sensitivity (TofCts/g),8.93E+15,3.99E+15,5.39E+16,1.17E+17,3.01E+17,1.70E+17,5.47E+17,5.35E+17,2.76E+17,2.67E+17,3.00E+17,2.55E+17,2.83E+17
MedianSignal (TofCts),1.19E+01,1.58E+01,9.39E+00,4.53E+01,1.30E+01,4.74E+01,1.35E+01,1.47E+01,8.90E+00,1.30E+01,1.07E+01,1.27E+01,9.68E+00
Avg Lc (TofCts),7.25,12.07,7.62,15.83,5.87,4.75,5.75,6.04,5.17,4.42,6.2,3.7,4.03
Avg Bkgd (TofCts),0.125,0.996,0.058,4.812,0.163,0.126,0.148,0.196,0.024,0.03,0.157,0.028,0.023
DynamicAlpha,1.00E-06,1.00E-07,1.00E-07,1.00E-05,3.20E-06,3.20E-05,3.20E-06,3.20E-06,3.20E-07,3.20E-06,3.20E-07,1.00E-05,3.20E-06
Filename,01h07m35s_Zr_Hark_2kx.h5,,,,,,,,,,,,
spTime (s),120.226,,,,,,,,,,,,
qPlasma (mL/s),0.000063,,,,,,,,,,,,
,,,,,,,,,,,,,
Particle Signals (TofCts),,,,,,,,,,,,,
Comp,Al,46Ti,48Ti,Fe,Y,Zr,La,Ce,Ho,Hf,Pb,Th,U
Th,0,0,0,0,0,0,0,0,0,0,0,4.48,0
Fe+Zr+Th,0,0,0,18.089,0,101.862,0,0,0,0,0,53.478,0
Fe+Zr+Hf,0,0,0,19.939,0,878.651,0,0,0,13.661,0,0,0
Zr+Th,0,0,0,0,0,103.136,0,0,0,0,0,5.836,0
Zr,0,0,0,0,0,15.969,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.907,0
Zr+Th,0,0,0,0,0,71.125,0,0,0,0,0,5.436,0
Fe+Zr+La+Th,0,0,0,31.214,0,15.806,8.948,0,0,0,0,22.783,0
Fe+Zr+Hf+Th,0,0,0,27.285,0,124.675,0,0,0,5.821,0,9.862,0
Fe+Zr+Ce+Th,0,0,0,69.808,0,70.901,0,10.864,0,0,0,42.269,0
Fe+Zr+Ce+Hf+Th,0,0,0,34.75,0,1271.491,0,10.46,0,45.403,0,15.44,0
Th,0,0,0,0,0,0,0,0,0,0,0,9.43,0
Zr,0,0,0,0,0,18.193,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Ho+Th+U,0,0,0,53.434,298.312,131.682,6.889,32.134,16.24,0,0,319.642,8.01
Fe+Zr+Hf+Th,0,0,0,34.161,0,285.865,0,0,0,6.595,0,5.494,0
Fe+Zr+Ce+Hf+Th,0,0,0,168.537,0,4583.978,0,32.242,0,97.177,0,29.092,0
Fe+La+Ce+Th,0,0,0,30.956,0,0,15.745,30.65,0,0,0,17.978,0
Zr+Hf+Th,0,0,0,0,0,774.663,0,0,0,13.219,0,5.399,0
Fe+Zr+Th,0,0,0,35.552,0,49.349,0,0,0,0,0,19.347,0
Zr+Hf+Th,0,0,0,0,0,490.102,0,0,0,12.558,0,5.493,0
Fe+Zr+Th,0,0,0,18.768,0,61.659,0,0,0,0,0,10.192,0
Al+Fe+Y+Zr+La+Ce+Hf+Th+U,12.359,0,0,318.79,40.694,2367.567,26.475,32.057,0,45.682,0,96.5,17.596
Zr+Th,0,0,0,0,0,5.218,0,0,0,0,0,6.921,0
Fe+Th,0,0,0,37.416,0,0,0,0,0,0,0,5.446,0
Fe+Zr+Hf,0,0,0,27.443,0,471.817,0,0,0,11.023,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,9.538,0
Zr,0,0,0,0,0,25.002,0,0,0,0,0,0,0
Zr,0,0,0,0,0,23.736,0,0,0,0,0,0,0
Zr+Ce+Th,0,0,0,0,0,76.447,0,14.772,0,0,0,13.367,0
Zr,0,0,0,0,0,44.869,0,0,0,0,0,0,0
Zr,0,0,0,0,0,7.083,0,0,0,0,0,0,0
Zr+Ce+Th,0,0,0,0,0,4.964,0,6.538,0,0,0,9.356,0
Fe,0,0,0,17.586,0,0,0,0,0,0,0,0,0
Fe+Y+Zr+Th,0,0,0,89.362,18.197,136.11,0,0,0,0,0,36.593,0
Fe+Zr,0,0,0,18.715,0,45.05,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,22.993,0,18.98,0,0,0,0,0,4.071,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,420.417,24.931,3106.273,43.272,76.727,0,77.238,0,51.317,20.271
Fe+Zr,0,0,0,41.21,0,8.315,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.825,0
Fe,0,0,0,23.193,0,0,0,0,0,0,0,0,0
Fe+Zr+Ce+Hf+Th,0,0,0,144.501,0,262.204,0,14.594,0,5.98,0,32.37,0
Zr+Th,0,0,0,0,0,8.676,0,0,0,0,0,4.278,0
Fe+Zr+La+Ce+Th,0,0,0,47.434,0,42.66,23.786,29.726,0,0,0,36.286,0
Fe+Zr+Th,0,0,0,169.262,0,13.663,0,0,0,0,0,17.22,0
Fe+Zr+Th,0,0,0,145.033,0,9.631,0,0,0,0,0,5.9,0
Zr,0,0,0,0,0,90.536,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.367,0
Fe+Zr+Th,0,0,0,24.056,0,38.494,0,0,0,0,0,18.129,0
Zr,0,0,0,0,0,38.321,0,0,0,0,0,0,0
Zr,0,0,0,0,0,161.413,0,0,0,0,0,0,0
Zr,0,0,0,0,0,543.735,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,24.357,0,262.697,0,0,0,6.903,0,12.043,0
Zr+Th,0,0,0,0,0,229.969,0,0,0,0,0,8.909,0
Fe+Zr+Ce+Hf+Th,0,0,0,83.642,0,387.42,0,6.749,0,7.863,0,22.196,0
Zr+Th,0,0,0,0,0,10.513,0,0,0,0,0,6.941,0
Zr+Th,0,0,0,0,0,40.781,0,0,0,0,0,6.414,0
Fe+Zr,0,0,0,37.216,0,9.103,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,11.139,0,0,0,0,0,5.993,0
Al+Fe+Y+Zr+La+Ce+Hf+Pb+Th,259.058,0,0,875.364,97.875,786.208,1381.49,2874.447,0,15.494,7.946,9.31,0
Fe+Zr+Th,0,0,0,41.099,0,8.664,0,0,0,0,0,14.638,0
Zr+Th,0,0,0,0,0,54.158,0,0,0,0,0,26.995,0
Fe+Th,0,0,0,555.27,0,0,0,0,0,0,0,4.535,0
Fe+Zr+Th,0,0,0,26.967,0,36.869,0,0,0,0,0,10.639,0
Fe+Y+Zr+Hf+Th,0,0,0,16.222,6.955,2235.875,0,0,0,31.745,0,9.031,0
Fe+Th,0,0,0,17.247,0,0,0,0,0,0,0,5.72,0
Fe+Zr+Hf+Th,0,0,0,35.4,0,308.963,0,0,0,4.533,0,4.414,0
Fe+Y+Zr+Th,0,0,0,28.787,13.339,70.738,0,0,0,0,0,13.914,0
Fe+Zr+Th,0,0,0,26.793,0,12.599,0,0,0,0,0,13.855,0
Fe+Zr+Th,0,0,0,44.27,0,21.397,0,0,0,0,0,26.941,0
Fe+Zr+Th,0,0,0,63.151,0,48.561,0,0,0,0,0,37.927,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,33.629,25.801,8741.734,0,24.173,0,83.499,0,47.201,12.411
Fe+Y+Zr+La+Ce+Hf+Pb+Th,0,0,0,697.96,88.075,169.845,814.272,1218.648,0,9.283,20.374,2565.697,0
Fe+Zr+Th,0,0,0,48.638,0,19.608,0,0,0,0,0,6.317,0
Fe+Zr+Hf+Th+U,0,0,0,23.296,0,2345.079,0,0,0,56.849,0,12.259,4.941
Zr+Hf,0,0,0,0,0,297.925,0,0,0,10.516,0,0,0
Y+Zr+La+Ce+Th,0,0,0,0,25.628,48.359,164.783,238.152,0,0,0,203.337,0
Fe+Zr+La+Ce+Th,0,0,0,73.779,0,134.609,15.839,17.937,0,0,0,58.744,0
Fe+Zr+Th,0,0,0,19.708,0,56.693,0,0,0,0,0,6.817,0
Zr,0,0,0,0,0,7.905,0,0,0,0,0,0,0
Zr,0,0,0,0,0,42.126,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.453,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th,0,0,0,30.069,6.288,1341.404,0,6.772,0,23.515,0,12.528,0
Fe+Zr+Th,0,0,0,46.187,0,224.795,0,0,0,0,0,14.893,0
Fe+Zr+Th,0,0,0,26.402,0,21.869,0,0,0,0,0,9.474,0
Zr+Th,0,0,0,0,0,12.745,0,0,0,0,0,4.267,0
Fe+Zr,0,0,0,23.327,0,15.375,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,22.329,0,771.017,0,0,0,6.31,0,22.219,0
Fe,0,0,0,18.25,0,0,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,22.99,0
Al+48Ti+Fe+Y+Zr+Ce+Th,7.754,0,19.965,5271.037,169.62,28.904,0,35.175,0,0,0,10.971,0
48Ti,0,0,8.161,0,0,0,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.169,0
Fe+Zr+Th,0,0,0,56.05,0,12.062,0,0,0,0,0,25.428,0
Fe+Zr+Hf+Th+U,0,0,0,18.308,0,569.137,0,0,0,8.546,0,4.801,4.879
Fe+Zr+Ce+Hf+Th,0,0,0,43.206,0,352.08,0,9.086,0,7.385,0,4.267,0
Zr,0,0,0,0,0,16.537,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,27.148,0,44.507,0,0,0,0,0,10.153,0
Fe+Zr+Th,0,0,0,25.793,0,81.365,0,0,0,0,0,14.568,0
Zr+Hf,0,0,0,0,0,311.738,0,0,0,9.775,0,0,0
Zr,0,0,0,0,0,209.054,0,0,0,0,0,0,0
Zr,0,0,0,0,0,102.124,0,0,0,0,0,0,0
Al+Fe+Y+Zr+La+Ce+Hf+Pb+Th+U,51.583,0,0,7645.619,23.389,273.762,12.836,21.889,0,7.465,71.08,138.069,10.206
Al+Fe+Y+Zr+La+Ce+Th,20.136,0,0,732.171,7.944,152.755,17.202,23.389,0,0,0,25.744,0
Zr,0,0,0,0,0,5.075,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,35.398,0,94.025,0,0,0,0,0,12.359,0
Y+Zr+Th,0,0,0,0,6.101,54.432,0,0,0,0,0,32.782,0
Fe+Y+Zr+Hf+Th,0,0,0,29.95,55.597,673.86,0,0,0,17.329,0,19.095,0
Fe+Y+Zr+Ce+Ho+Th+U,0,0,0,86.754,415.638,52.119,0,7.067,13.742,0,0,115.184,6.924
Fe+Zr+La+Ce+Th,0,0,0,51.144,0,28.253,12.94,37.374,0,0,0,22.742,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,28.738,14.486,417.058,0,8.492,0,11.43,0,171.278,4.472
Fe+Y+Zr+Th,0,0,0,20.152,7.83,175.527,0,0,0,0,0,13.38,0
Zr,0,0,0,0,0,33.546,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,6.23,0,0,0,0,0,33.231,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.764,0
Zr+Th,0,0,0,0,0,20.695,0,0,0,0,0,3.887,0
Fe+Zr+Th,0,0,0,26.277,0,33.493,0,0,0,0,0,5.486,0
Zr+Th,0,0,0,0,0,12.706,0,0,0,0,0,7.038,0
Zr+Hf+Th,0,0,0,0,0,590.117,0,0,0,4.576,0,5.823,0
Zr+Th,0,0,0,0,0,7.932,0,0,0,0,0,4.608,0
Th,0,0,0,0,0,0,0,0,0,0,0,4.773,0
Fe+Zr+Th,0,0,0,20.029,0,190.491,0,0,0,0,0,13.217,0
Fe+Zr+La+Ce+Th,0,0,0,31.983,0,26.258,38.469,54.658,0,0,0,51.025,0
Al+Fe+Y+Zr+La+Ce+Hf+Th,8.654,0,0,323.229,8.542,1050.852,22.843,43.833,0,8.255,0,109.443,0
Zr+Hf,0,0,0,0,0,151.94,0,0,0,5.06,0,0,0
Zr+Th,0,0,0,0,0,23.926,0,0,0,0,0,6.189,0
Fe+Zr+Th,0,0,0,58.614,0,42.226,0,0,0,0,0,6.148,0
Fe+Th,0,0,0,45.013,0,0,0,0,0,0,0,4.153,0
Zr+Hf+Th,0,0,0,0,0,725.6,0,0,0,9.841,0,11.855,0
Fe+Zr+Th,0,0,0,25.653,0,5.698,0,0,0,0,0,4.179,0
Zr+Th,0,0,0,0,0,214.096,0,0,0,0,0,24.313,0
Zr,0,0,0,0,0,13.185,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,130.539,6.193,1278.836,0,0,0,13.541,0,5.476,0
Zr,0,0,0,0,0,4.821,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,25.516,0,0,0,0,0,6.743,0
Al,10.677,0,0,0,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,30.002,0,60.562,0,0,0,0,0,7.198,0
Y+Zr+La+Ce+Th,0,0,0,0,25.078,7.206,178.351,279.096,0,0,0,439.175,0
Zr,0,0,0,0,0,94.867,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,18.869,14.047,1458.442,0,0,0,18.27,0,45.776,0
Fe+Zr+Th,0,0,0,46.534,0,85.874,0,0,0,0,0,10.658,0
Fe+Zr+Th,0,0,0,22.215,0,63.786,0,0,0,0,0,16.81,0
Y+Zr+Hf+Th,0,0,0,0,11.326,1061.842,0,0,0,23.482,0,6.137,0
Fe+Zr+Hf+Th,0,0,0,83.503,0,1109.416,0,0,0,7.66,0,14.346,0
Fe+Zr,0,0,0,97.91,0,59.935,0,0,0,0,0,0,0
Zr,0,0,0,0,0,279.825,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,132.749,0,0,0,9.483,0,0,0
Fe+Zr+La+Ce+Th,0,0,0,76.017,0,243.065,10.699,6.931,0,0,0,22.015,0
Fe+Zr+La+Ce+Hf+Th,0,0,0,133.873,0,275.59,7.942,23.596,0,9.95,0,34.121,0
Zr+Th,0,0,0,0,0,11.439,0,0,0,0,0,7.062,0
Zr+Th,0,0,0,0,0,39.246,0,0,0,0,0,3.859,0
Zr+Th,0,0,0,0,0,35.259,0,0,0,0,0,7.023,0
Fe+Y+Zr+La+Ce+Hf+Pb+Th+U,0,0,0,164.075,84.033,11429.718,10.853,65.668,0,66.315,10.283,251.958,62.147
Fe+Zr+Hf,0,0,0,19.959,0,911.224,0,0,0,10.75,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.581,0
Fe+Zr+Th,0,0,0,85.919,0,52.147,0,0,0,0,0,17.17,0
Fe+Zr+Th,0,0,0,20.797,0,7.18,0,0,0,0,0,8.732,0
Zr,0,0,0,0,0,7.961,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,31.559,0,0,0,0,0,40.547,0
Al+Fe+Zr+Ce+Th,27.357,0,0,81.812,0,10.064,0,13.161,0,0,0,10.339,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.675,0
Fe+Zr+Hf+Th,0,0,0,16.547,0,166.795,0,0,0,6.515,0,4.619,0
Zr+Th,0,0,0,0,0,8.081,0,0,0,0,0,5.187,0
Zr,0,0,0,0,0,100.837,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,419.023,0,15.356,0,0,0,0,0,18.992,0
Al+Fe+Zr+Th,14.102,0,0,110.325,0,87.74,0,0,0,0,0,22.461,0
46Ti,0,14.921,0,0,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,38.294,0,86.206,0,0,0,0,0,6.87,0
Zr,0,0,0,0,0,44.657,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,3.739,0
Fe+Th,0,0,0,69.121,0,0,0,0,0,0,0,4.72,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.477,0
Fe+Zr+Th,0,0,0,35.749,0,6.165,0,0,0,0,0,18.891,0
Fe+Zr+Th,0,0,0,134.91,0,63.296,0,0,0,0,0,17.074,0
Zr+Hf+Th,0,0,0,0,0,230.843,0,0,0,6.779,0,5.139,0
Zr,0,0,0,0,0,7.588,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,46.776,0,20.617,0,0,0,0,0,16.282,0
Fe,0,0,0,89.353,0,0,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,57.893,0,22.026,0,0,0,0,0,4.565,0
Fe+Th,0,0,0,22.66,0,0,0,0,0,0,0,4.274,0
Zr,0,0,0,0,0,73.404,0,0,0,0,0,0,0
Fe+Y+Zr+La+Th,0,0,0,67.051,8.089,26.2,6.51,0,0,0,0,44.132,0
Fe+Zr+Th,0,0,0,28.548,0,39.23,0,0,0,0,0,10.64,0
Zr,0,0,0,0,0,118.449,0,0,0,0,0,0,0
La+Ce,0,0,0,0,0,0,27.101,26.239,0,0,0,0,0
Fe+Th,0,0,0,28.884,0,0,0,0,0,0,0,5.553,0
Y+Zr+Th,0,0,0,0,6.567,185.399,0,0,0,0,0,6.441,0
Zr,0,0,0,0,0,12.507,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,19.757,0,15.199,0,0,0,0,0,24.822,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.646,0
Fe+Zr,0,0,0,38.14,0,88.616,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,14.064,0,0,0,0,0,8.545,0
Fe+Zr+Th,0,0,0,120.137,0,21.636,0,0,0,0,0,10.271,0
Ce,0,0,0,0,0,0,0,6.802,0,0,0,0,0
Fe+Zr+Th,0,0,0,17.654,0,182.038,0,0,0,0,0,5.228,0
Fe+Zr,0,0,0,26.656,0,20.386,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,46.898,0,19.344,0,0,0,0,0,14.518,0
Al+Fe+Y+Zr+La+Ce+Hf+Pb+Th+U,20.748,0,0,856.325,9.017,1451.697,68.256,115.187,0,10.386,9.623,87.984,14.654
Zr,0,0,0,0,0,15.239,0,0,0,0,0,0,0
Zr+Th,0,0,0,0,0,9.805,0,0,0,0,0,6.574,0
Zr+Th,0,0,0,0,0,12.906,0,0,0,0,0,5.232,0
Fe+Zr,0,0,0,132.573,0,96.764,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,16.368,0,5.826,0,0,0,0,0,3.77,0
Fe+Zr+Th,0,0,0,20.145,0,8.009,0,0,0,0,0,8.156,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.275,0
Zr+Th,0,0,0,0,0,18.153,0,0,0,0,0,5.947,0
Fe+Zr+Ce+Th,0,0,0,109.671,0,111.178,0,13.052,0,0,0,55.782,0
Fe+Zr+Hf+Th,0,0,0,65.8,0,332.791,0,0,0,5.201,0,16.042,0
Zr,0,0,0,0,0,260.351,0,0,0,0,0,0,0
Zr,0,0,0,0,0,5.185,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,49.526,0,1025.213,0,0,0,21.926,0,22.523,0
Zr,0,0,0,0,0,27.606,0,0,0,0,0,0,0
Zr,0,0,0,0,0,49.688,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.471,0
Zr,0,0,0,0,0,4.918,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,214.499,0,12.883,0,0,0,0,0,17.055,0
Zr,0,0,0,0,0,21.252,0,0,0,0,0,0,0
Fe+Zr+Hf+Th,0,0,0,78.43,0,398.811,0,0,0,8.772,0,11.995,0
Fe+Y+Zr+La+Ce+Th,0,0,0,119.236,9.391,158.158,12.431,19.84,0,0,0,57.316,0
Zr+Th,0,0,0,0,0,55.891,0,0,0,0,0,5.721,0
Fe+Zr+Th,0,0,0,21.794,0,8.434,0,0,0,0,0,9.389,0
Zr+Th,0,0,0,0,0,8.361,0,0,0,0,0,5.15,0
Fe+Zr+Th,0,0,0,200.564,0,10.586,0,0,0,0,0,4.554,0
Fe+Zr+Hf+Th,0,0,0,18.193,0,123.423,0,0,0,6.413,0,25.631,0
Zr+Th,0,0,0,0,0,31.14,0,0,0,0,0,3.812,0
Fe+Zr,0,0,0,55.738,0,13.054,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,284.23,6.683,7436.509,16.653,38.942,0,84.097,0,10.88,65.496
Fe+Y+Zr+La+Ce+Hf+Th,0,0,0,40.653,6.967,172.706,37.026,45.242,0,9.568,0,228.063,0
Zr,0,0,0,0,0,49.682,0,0,0,0,0,0,0
Fe+Y+Zr+Hf+Th,0,0,0,138.849,6.065,372.646,0,0,0,5.683,0,31.371,0
Y,0,0,0,0,20.42,0,0,0,0,0,0,0,0
Al+Fe,7.294,0,0,136.149,0,0,0,0,0,0,0,0,0
La+Ce,0,0,0,0,0,0,7.404,22.083,0,0,0,0,0
Fe+Zr+Th,0,0,0,32.862,0,170.867,0,0,0,0,0,49.271,0
La+Ce,0,0,0,0,0,0,82.355,36.837,0,0,0,0,0
Al+Fe+Zr+Ce+Th,12.167,0,0,243.742,0,42.641,0,6.305,0,0,0,40.683,0
Zr+Th,0,0,0,0,0,62.476,0,0,0,0,0,8.682,0
Fe+Zr+Th,0,0,0,37.041,0,70.077,0,0,0,0,0,26.114,0
Zr+Th,0,0,0,0,0,14.309,0,0,0,0,0,4.042,0
Fe+Zr+La+Ce+Th,0,0,0,46.305,0,92.628,37.411,65.031,0,0,0,11.893,0
Zr+Th,0,0,0,0,0,91.905,0,0,0,0,0,22.197,0
Th,0,0,0,0,0,0,0,0,0,0,0,12.911,0
Zr+Th,0,0,0,0,0,41.789,0,0,0,0,0,10.297,0
Fe+Y+Zr+Ce+Th,0,0,0,23.117,16.58,34.218,0,6.657,0,0,0,246.552,0
Fe+Zr+La+Ce+Th,0,0,0,23.318,0,14.309,6.207,7.13,0,0,0,11.92,0
Zr,0,0,0,0,0,6.191,0,0,0,0,0,0,0
Zr,0,0,0,0,0,12.682,0,0,0,0,0,0,0
Fe+Th,0,0,0,36.665,0,0,0,0,0,0,0,8.973,0
Fe+Y+Zr+Ce+Hf+Th,0,0,0,151.671,29.618,353.808,0,12.664,0,6.631,0,106.77,0
Fe+Th,0,0,0,18.442,0,0,0,0,0,0,0,14.209,0
Zr+Th,0,0,0,0,0,43.488,0,0,0,0,0,4.142,0
Y+Zr+Th,0,0,0,0,8.916,14.668,0,0,0,0,0,37.379,0
Fe+Zr+Th,0,0,0,144.784,0,163.253,0,0,0,0,0,42.212,0
Fe+Zr+La+Ce+Th,0,0,0,108.57,0,108.94,18.31,9.146,0,0,0,19.313,0
Fe+Zr+Th,0,0,0,73.249,0,11.792,0,0,0,0,0,13.861,0
Zr,0,0,0,0,0,22.088,0,0,0,0,0,0,0
Zr+Hf,0,0,0,0,0,526.026,0,0,0,4.668,0,0,0
Zr+Hf+Th,0,0,0,0,0,1573.595,0,0,0,16.892,0,9.983,0
46Ti,0,14.934,0,0,0,0,0,0,0,0,0,0,0
Fe+Zr,0,0,0,15.97,0,117.858,0,0,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.595,0
Zr+Th,0,0,0,0,0,6.238,0,0,0,0,0,4.082,0
Zr,0,0,0,0,0,21.784,0,0,0,0,0,0,0
Fe+Zr+Ce+Hf+Th,0,0,0,32.694,0,357.595,0,6.756,0,4.554,0,16.91,0
Zr+Th,0,0,0,0,0,54.415,0,0,0,0,0,8.22,0
Fe+Zr+La+Ce+Th,0,0,0,20.608,0,18.334,87.931,81.658,0,0,0,19.005,0
Fe+Zr+Ce+Th,0,0,0,56.608,0,65.026,0,8.125,0,0,0,6.399,0
Fe+Y+Zr+Ce+Hf+Th,0,0,0,81.565,14.964,2073.378,0,7.043,0,63.857,0,25.303,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,36.98,11.143,2969.278,0,10.147,0,93.389,0,52.407,14.034
Fe+Zr+Th,0,0,0,17.703,0,18.003,0,0,0,0,0,4.242,0
Fe+Zr+Th,0,0,0,16.212,0,17.413,0,0,0,0,0,4.19,0
Fe+Zr,0,0,0,134.374,0,6.613,0,0,0,0,0,0,0
Fe+Y+Zr+La+Ce+Hf+Th+U,0,0,0,34.839,22.098,2300.273,7.653,6.529,0,58.875,0,36.659,7.416
Y+La+Ce,0,0,0,0,32.139,0,14.487,16.39,0,0,0,0,0
Th,0,0,0,0,0,0,0,0,0,0,0,5.945,0
Fe+Zr+La+Hf+Th,0,0,0,71.794,0,545.989,9.053,0,0,15.406,0,22.332,0
Fe+Zr+Hf+Th,0,0,0,16.586,0,586.05,0,0,0,15.274,0,9.222,0
Zr+Hf+Th,0,0,0,0,0,770.505,0,0,0,13.941,0,23.807,0
Zr,0,0,0,0,0,14.175,0,0,0,0,0,0,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,72.981,23.454,5797.162,0,25.884,0,36.69,0,19.416,193.832
Al+Fe+Zr+Ce+Th,8.429,0,0,380.361,0,9.856,0,10.468,0,0,0,9.223,0
Th,0,0,0,0,0,0,0,0,0,0,0,7.356,0
Fe+Zr+Ce+Th,0,0,0,194.01,0,41.419,0,8.472,0,0,0,31.935,0
Y+Zr+Ce+Hf+Th,0,0,0,0,26.553,410.232,0,8.936,0,11.164,0,278.069,0
Th,0,0,0,0,0,0,0,0,0,0,0,6.539,0
Zr,0,0,0,0,0,23.904,0,0,0,0,0,0,0
Fe+Zr+La+Ce+Th,0,0,0,70.4,0,46.241,13.002,30.281,0,0,0,23.835,0
Fe+Zr+Th,0,0,0,19.198,0,13.463,0,0,0,0,0,9.927,0
Zr+Th,0,0,0,0,0,55.044,0,0,0,0,0,12.852,0
Fe+Zr+La+Ce+Th,0,0,0,273.05,0,29.913,34.254,63.994,0,0,0,198.65,0
Fe+Y+Zr+Hf+Th,0,0,0,376.187,8.985,574.221,0,0,0,17.17,0,157.274,0
Zr+Th,0,0,0,0,0,41.435,0,0,0,0,0,6.008,0
Zr+Th,0,0,0,0,0,125.723,0,0,0,0,0,9.175,0
Zr+Th,0,0,0,0,0,10.199,0,0,0,0,0,11.718,0
Fe+Zr+Th,0,0,0,19.332,0,95.756,0,0,0,0,0,3.952,0
Zr+Ce+Th,0,0,0,0,0,151.309,0,51.547,0,0,0,8.805,0
Zr,0,0,0,0,0,11.308,0,0,0,0,0,0,0
Fe+Zr+Th,0,0,0,17.623,0,20.975,0,0,0,0,0,8.244,0
Zr+Hf+Th,0,0,0,0,0,237.961,0,0,0,7.194,0,13.921,0
Al+Fe+Zr+Ce+Th,12.038,0,0,69.144,0,68.054,0,6.446,0,0,0,9.799,0
Fe+Zr+Th,0,0,0,26.075,0,36.589,0,0,0,0,0,11.756,0
Fe+Th,0,0,0,171.103,0,0,0,0,0,0,0,8.064,0
Fe+Th,0,0,0,29.218,0,0,0,0,0,0,0,10.845,0
Fe+Y+Zr+La+Ce+Th,0,0,0,91.047,6.548,107.249,12.519,33.134,0,0,0,20.713,0
Fe+Y+Zr+Ce+Hf+Th+U,0,0,0,72.291,18.425,6867.034,0,22.494,0,47.712,0,51.747,21.927
Fe+Y+Zr+Ce+Hf+Th,0,0,0,91.248,6.114,355.729,0,17.427,0,8.998,0,25.359,0
Zr+Th,0,0,0,0,0,16.368,0,0,0,0,0,3.698,0
Fe+Zr+Th,0,0,0,26.701,0,55.165,0,0,0,0,0,10.077,0
Fe+Zr+Th,0,0,0,33.162,0,239.261,0,0,0,0,0,11.394,0
Zr+Hf+Th+U,0,0,0,0,0,543.866,0,0,0,11.671,0,4.773,4.552
Fe+Zr+Th,0,0,0,78.485,0,57.095,0,0,0,0,0,16.823,0
